22828 61271 -800
22828 61271 -2500
22828 61271 -5000
22828 61271 -10000
19729 59469 -800
19729 59469 -2500
19729 59469 -5000
19729 59469 -10000
17398 58367 -800
17398 58367 -2500
17398 58367 -5000
17398 58367 -10000
20109.60910658 116253.58540175 -8628.
63101.71616133 116188.79659     -8582.5259365
